0	69.93776643	31.57095225
1	20.35623503	45.93450394
2	72.46889099	33.57996196
3	70.7375043	29.46295584
4	53.23614534	8.314857047
5	49.98308562	6.977776698
6	40.68536779	36.06663319
7	20.29874422	34.25284882
8	51.6688218	8.197805557
9	18.27040272	23.54094925
10	16.85167984	40.3555762
11	19.16379603	42.68253075
12	38.87845709	19.94422706
13	69.99535829	31.76520581
14	40.88464264	40.68548259
15	48.66966072	9.50949312
16	41.22315804	39.69124905
17	21.0609375	47.21688668
18	15.79788649	33.90494299
19	55.05992474	9.935374085
20	22.77440297	39.14277431
21	37.94731261	48.16445732
22	55.45941225	12.74807563
23	19.12080546	32.85426556
24	18.50724254	44.01434234
25	58.19249453	6.625893262
26	39.88929559	37.03320685
27	41.96769137	31.15539679
28	53.73207761	10.61749018
29	61.11152511	11.07314836
30	41.67050653	40.90675387
31	14.73816799	42.17086756
32	41.59750642	45.29817945
33	15.10065044	28.99936233
34	59.37684492	6.786076164
35	17.44711195	47.42263375
36	37.6458103	32.07355224
37	38.97423835	24.38269388
38	71.1767359	26.32489884
39	38.55816938	31.95842007
40	19.54572666	47.10989816
41	52.08086763	8.325339365
42	22.0327007	49.29118062
43	41.53715972	30.09848293
44	40.11757339	39.22729322
45	53.29942222	6.466553977
46	70.09404509	29.22995196
47	16.10907086	43.72408371
48	20.59025395	64.42677159
49	19.40229734	60.68492993
50	40.6253058	17.60402892
51	68.29149273	30.08891882
52	65.45357172	32.0799075
53	68.83482905	29.72310371
54	71.02753735	31.68066278
55	59.41248226	12.24818452
56	54.19797768	12.72783717
57	40.58114502	38.0153447
58	67.1559713	29.53242002
59	53.43231595	5.607010813
60	19.59189292	40.50288942
61	70.24807075	30.50169433
62	17.14496374	31.68903216
63	38.99838783	40.50822645
64	51.44903533	6.804153307
65	17.43271244	46.56059964
66	40.19512018	25.8832053
67	69.96141729	30.64613478
68	23.88721497	36.42110438
69	58.91113015	10.6981907
70	56.82519663	10.38343732
71	21.67425874	35.81450313
72	72.80440678	29.8502373
73	56.52896214	10.01879761
74	54.13013841	12.46592264
75	18.65194164	42.70498854
76	54.51409468	7.115788701
77	39.86147967	37.20472737
78	69.89242838	33.55700191
79	53.69862556	13.24913361
80	54.89584451	7.685688916
81	70.87472264	28.14822816
82	54.09807681	10.73104515
83	25.71508341	37.00492131
84	20.96269044	39.36836683
85	14.38981335	44.95118617
86	64.36943564	28.66760783
87	70.63760836	28.88787759
88	18.6812764	21.76781467
89	23.80062203	37.42994069
90	60.41380618	10.79359155
91	75.00592569	28.18559142
92	18.09477429	28.51405444
93	40.36179363	44.93087672
94	19.60032818	41.19801995
95	70.17074405	31.05553365
96	69.63002407	29.3609938
97	19.25661684	45.76856269
98	41.84449362	30.71201997
99	23.74641082	53.69119479
100	67.64750523	33.23947313
101	40.09871195	42.57110973
102	53.43528568	17.46549458
103	20.78857713	38.25848096
104	38.63432758	30.14145725
105	17.08355648	44.7183183
106	40.91130692	23.9251945
107	38.18612159	37.12887237
108	56.24834015	8.897528594
109	39.82519756	30.77243428
110	38.78903252	28.54263372
111	73.55095766	28.62431464
112	38.48898684	32.70590693
113	55.67206895	10.9844036
114	68.13219957	34.48640157
115	67.55224094	29.74955174
116	51.93713346	9.062735422
117	20.6587632	40.9478647
118	56.26339813	9.730392538
119	68.41028113	27.60816107
120	40.03739607	43.95339677
121	54.92060892	9.66832153
122	71.66506468	28.1649394
123	53.15638322	11.39492726
124	18.01281239	34.13071645
125	41.52084386	28.50228013
126	24.12482432	29.95974947
127	70.27111511	28.72195461
128	41.58212965	33.32692778
129	24.90979322	35.069133
130	54.30757962	8.351049025
131	53.06115134	12.94555471
132	40.06424072	24.34329606
133	21.1431698	37.95365035
134	67.9166006	26.59866562
135	56.78607145	10.04539654
136	17.88802269	46.51995284
137	23.0213297	23.61287472
138	19.38812462	35.55103893
139	55.90024399	9.576385622
140	39.87896632	25.74101962
141	52.57785915	8.927642282
142	19.53334026	43.00895547
143	40.89841378	30.18896627
